Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
178,Borja García,es ESP,"CC,DL",Girona,27,1990,33,30,2629,29.2,1,3,4,1,0,0,0,1,2.0,2.0,4.8,6.8,59,148,169,0.03,0.10,0.14,0.03,0.14,0.07,0.16,0.23,0.07,0.23,Partidos
179,Dani García,es ESP,CC,Athletic Club,28,1990,29,29,2476,27.5,0,1,1,0,0,0,13,0,0.0,0.0,0.1,0.2,11,105,10,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.01,0.00,0.01,Partidos
180,Javi García,es ESP,"DF,CC",Betis,31,1987,13,6,524,5.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,28,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
181,Manu García,es ESP,CC,Alavés,32,1986,34,25,2330,25.9,1,1,2,1,0,0,6,0,2.9,2.9,0.7,3.6,19,97,35,0.04,0.04,0.08,0.04,0.08,0.11,0.03,0.14,0.11,0.14,Partidos
182,Raúl García,es ESP,"CC,DL",Athletic Club,32,1986,33,27,2369,26.3,9,3,12,7,2,4,12,0,8.7,5.4,3.0,8.4,27,116,135,0.34,0.11,0.46,0.27,0.38,0.33,0.11,0.44,0.20,0.32,Partidos
183,Raúl García,es ESP,DF,Leganés,29,1989,5,4,381,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
184,Raúl García,es ESP,DF,Girona,29,1989,10,10,850,9.4,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.8,27,28,41,0.00,0.11,0.11,0.00,0.11,0.04,0.04,0.08,0.04,0.08,Partidos
185,Sergio García,es ESP,"DL,CC",Espanyol,35,1983,29,17,1486,16.5,2,1,3,2,0,0,3,0,3.3,3.3,2.3,5.6,47,65,152,0.12,0.06,0.18,0.12,0.18,0.20,0.14,0.34,0.20,0.34,Partidos
186,Mario Gaspar,es ESP,DF,Villarreal,27,1990,31,30,2599,28.9,1,2,3,1,0,0,17,1,1.9,1.9,2.6,4.5,56,106,128,0.03,0.07,0.10,0.03,0.10,0.07,0.09,0.15,0.07,0.15,Partidos
187,Bryan Gil,es ESP,"CC,DL",Sevilla,17,2001,11,0,167,1.9,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.3,10,7,28,0.54,0.54,1.08,0.54,1.08,0.45,0.24,0.69,0.45,0.69,Partidos
188,Joris Gnagnon,fr FRA,"DF,CC",Sevilla,21,1997,7,4,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,10,25,7,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidos
189,Diego Godín,uy URU,DF,Atlético Madrid,32,1986,30,28,2509,27.9,3,1,4,3,0,0,6,0,2.6,2.6,0.3,2.9,12,60,3,0.11,0.04,0.14,0.11,0.14,0.09,0.01,0.10,0.09,0.10,Partidos
190,Ibai Gómez,es ESP,DL,Athletic Club,28,1989,14,6,580,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.4,1.8,7,23,60,0.00,0.31,0.31,0.00,0.31,0.07,0.21,0.28,0.07,0.28,Partidos
191,Ibai Gómez,es ESP,"CC,DL",Alavés,28,1989,18,17,1449,16.1,3,2,5,3,0,1,0,0,3.3,2.5,2.1,4.6,19,41,73,0.19,0.12,0.31,0.19,0.31,0.21,0.13,0.34,0.16,0.29,Partidos
192,Maxi Gómez,uy URU,DL,Celta Vigo,21,1996,35,33,2960,32.9,13,5,18,12,1,1,6,1,12.5,11.7,3.0,14.6,33,64,150,0.40,0.15,0.55,0.36,0.52,0.38,0.09,0.47,0.35,0.45,Partidos
193,Moi Gómez,es ESP,CC,Huesca,24,1994,36,35,3055,33.9,2,7,9,2,0,0,3,0,2.1,2.1,4.8,6.9,52,180,61,0.06,0.21,0.27,0.06,0.27,0.06,0.14,0.20,0.06,0.20,Partidos
194,Sergi Gómez,es ESP,DF,Sevilla,26,1992,32,31,2765,30.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,12,94,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidos
195,Maxime Gonalons,fr FRA,CC,Sevilla,29,1989,10,5,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,39,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
196,Álvaro González,es ESP,DF,Villarreal,28,1990,33,33,2964,32.9,1,2,3,1,0,0,17,2,1.2,1.2,1.2,2.4,30,144,6,0.03,0.06,0.09,0.03,0.09,0.04,0.04,0.07,0.04,0.07,Partidos
197,Bruno González,es ESP,DF,Getafe,28,1990,23,18,1701,18.9,0,1,1,0,0,0,7,1,0.7,0.7,0.3,1.0,4,29,1,0.00,0.05,0.05,0.00,0.05,0.04,0.01,0.05,0.04,0.05,Partidos
198,Cristo González,es ESP,DL,Real Madrid,20,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.14,0.06,0.14,Partidos
199,Andoni Gorosabel,es ESP,DF,Real Sociedad,21,1996,7,6,455,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,18,25,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Partidos
200,Álex Granell,es ESP,"CC,DF",Girona,29,1988,32,26,2391,26.6,0,4,4,0,0,0,5,0,1.2,1.2,6.0,7.2,46,182,80,0.00,0.15,0.15,0.00,0.15,0.05,0.22,0.27,0.05,0.27,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
201,Esteban Granero,es ESP,CC,Espanyol,31,1987,28,24,2013,22.4,3,1,4,3,0,0,11,0,1.8,1.8,1.5,3.3,39,113,36,0.13,0.04,0.18,0.13,0.18,0.08,0.07,0.15,0.08,0.15,Partidos
202,Antoine Griezmann,fr FRA,"DL,CC",Atlético Madrid,27,1991,37,37,3198,35.5,15,8,23,12,3,3,5,0,13.9,11.6,7.7,19.3,87,136,241,0.42,0.23,0.65,0.34,0.56,0.39,0.22,0.61,0.33,0.54,Partidos
203,Andrés Guardado,mx MEX,"CC,DF",Betis,31,1986,31,27,2335,25.9,0,4,4,0,0,0,8,0,1.4,1.4,3.6,5.1,57,151,85,0.00,0.15,0.15,0.00,0.15,0.06,0.14,0.20,0.06,0.20,Partidos
204,Sergi Guardiola,es ESP,DL,Valladolid,27,1991,17,17,1514,16.8,3,1,4,3,0,1,0,0,5.4,4.6,2.2,6.8,36,28,108,0.18,0.06,0.24,0.18,0.24,0.32,0.13,0.45,0.27,0.40,Partidos
205,Sergi Guardiola,es ESP,"CC,DL",Getafe,27,1991,3,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,0,4,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Partidos
206,Gonçalo Guedes,pt POR,"CC,DL",Valencia,21,1996,25,18,1465,16.3,5,3,8,5,0,0,2,0,2.1,2.1,2.7,4.8,91,97,147,0.31,0.18,0.49,0.31,0.49,0.13,0.17,0.29,0.13,0.29,Partidos
207,Javi Guerra,es ESP,"DL,CC",Rayo Vallecano,36,1982,8,1,236,2.6,0,1,1,0,0,0,0,0,0.8,0.8,0.6,1.4,2,5,12,0.00,0.38,0.38,0.00,0.38,0.30,0.21,0.52,0.30,0.52,Partidos
208,Francis Guerrero,es ESP,"DF,DL",Betis,22,1996,22,22,1778,19.8,0,1,1,0,0,0,2,0,0.4,0.4,1.4,1.8,59,44,153,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Partidos
209,Ander Guevara,es ESP,CC,Real Sociedad,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Partidos
210,John Guidetti,se SWE,DL,Alavés,26,1992,22,6,631,7.0,2,1,3,2,0,0,2,0,1.4,1.4,1.0,2.3,8,12,57,0.29,0.14,0.43,0.29,0.43,0.20,0.14,0.34,0.20,0.34,Partidos
211,Gerard Gumbau,es ESP,CC,Leganés,23,1994,16,13,1199,13.3,1,1,2,0,1,1,6,1,2.0,1.2,0.4,1.6,11,41,23,0.08,0.08,0.15,0.00,0.08,0.15,0.03,0.18,0.09,0.12,Partidos
212,Serdar Gürler,tr TUR,"CC,DL",Huesca,26,1991,13,5,482,5.4,0,1,1,0,0,0,2,0,0.7,0.7,0.2,1.0,23,14,59,0.00,0.19,0.19,0.00,0.19,0.14,0.04,0.18,0.14,0.18,Partidos
213,Gorka Guruzeta,es ESP,"CC,DL",Athletic Club,21,1996,6,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.27,0.15,0.27,Partidos
214,Hacen,mr MTN,CC,Valladolid,20,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
215,Munir El Haddadi,ma MAR,"DL,CC",Sevilla,22,1995,16,12,1042,11.6,5,1,6,5,0,0,2,0,5.1,5.1,0.9,6.0,20,25,103,0.43,0.09,0.52,0.43,0.52,0.44,0.08,0.52,0.44,0.52,Partidos
216,Munir El Haddadi,ma MAR,DL,Barcelona,22,1995,7,1,152,1.7,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,1,1,15,0.59,0.59,1.18,0.59,1.18,0.51,0.35,0.87,0.51,0.87,Partidos
217,Uche Henry Agbo,ng NGA,CC,Rayo Vallecano,22,1995,6,5,372,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,18,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Partidos
218,Mario Hermoso,es ESP,DF,Espanyol,23,1995,32,31,2806,31.2,3,0,3,3,0,0,7,0,2.6,2.6,0.4,3.0,21,84,11,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.10,0.08,0.10,Partidos
219,Lucas Hernández,fr FRA,DF,Atlético Madrid,22,1996,14,13,1117,12.4,1,0,1,1,0,0,5,0,0.8,0.8,0.8,1.6,19,36,38,0.08,0.00,0.08,0.08,0.08,0.06,0.07,0.13,0.06,0.13,Partidos
220,Theo Hernández,fr FRA,DF,Real Sociedad,20,1997,24,22,1976,22.0,1,2,3,1,0,0,5,1,1.4,1.4,1.8,3.1,87,72,117,0.05,0.09,0.14,0.05,0.14,0.06,0.08,0.14,0.06,0.14,Partidos
221,Yangel Herrera,ve VEN,"CC,DF",Huesca,20,1998,16,14,1154,12.8,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,5,46,25,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Partidos
222,Iago Herrerín,es ESP,PO,Athletic Club,30,1988,31,31,2790,31.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,Partidos
223,Pablo Hervías,es ESP,CC,Valladolid,25,1993,3,2,160,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,2,3,12,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.26,0.06,0.26,Partidos
224,Pablo Hervías,es ESP,CC,Eibar,25,1993,3,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,1,9,0.00,0.50,0.50,0.00,0.50,0.04,0.16,0.20,0.04,0.20,Partidos
225,Andrew Hjulsager,dk DEN,"CC,DL",Celta Vigo,23,1995,15,2,359,4.0,0,3,3,0,0,0,1,0,0.1,0.1,1.7,1.8,9,13,29,0.00,0.75,0.75,0.00,0.75,0.02,0.43,0.45,0.02,0.45,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
226,Wesley Hoedt,nl NED,DF,Celta Vigo,24,1994,10,9,893,9.9,0,0,0,0,0,0,3,1,0.3,0.3,0.4,0.7,4,32,2,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidos
227,Robert Ibáñez,es ESP,CC,Getafe,25,1993,7,0,76,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,0,9,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Partidos
228,Vicente Iborra,es ESP,CC,Villarreal,30,1988,19,19,1665,18.5,3,1,4,3,0,0,7,0,2.3,2.3,0.9,3.3,7,69,48,0.16,0.05,0.22,0.16,0.22,0.13,0.05,0.18,0.13,0.18,Partidos
229,Borja Iglesias,es ESP,DL,Espanyol,25,1993,37,35,3075,34.2,17,3,20,14,3,3,5,0,16.0,13.6,4.1,17.7,52,31,251,0.50,0.09,0.59,0.41,0.50,0.47,0.12,0.59,0.40,0.52,Partidos
230,Asier Illarramendi,es ESP,CC,Real Sociedad,28,1990,23,20,1821,20.2,1,1,2,1,0,0,8,0,0.5,0.5,1.4,1.9,24,144,6,0.05,0.05,0.10,0.05,0.10,0.02,0.07,0.10,0.02,0.10,Partidos
231,Giannelli Imbula,cd COD,CC,Rayo Vallecano,25,1992,22,21,1732,19.2,1,1,2,1,0,0,7,0,0.9,0.9,0.9,1.8,51,114,19,0.05,0.05,0.10,0.05,0.10,0.04,0.05,0.09,0.04,0.09,Partidos
232,Pablo Insua,es ESP,DF,Huesca,24,1993,10,10,776,8.6,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,3,15,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Partidos
233,Takashi Inui,jp JPN,"CC,DL",Alavés,30,1988,12,10,828,9.2,2,0,2,2,0,0,0,0,2.2,2.2,0.6,2.8,21,20,53,0.22,0.00,0.22,0.22,0.22,0.24,0.07,0.31,0.24,0.31,Partidos
234,Takashi Inui,jp JPN,CC,Betis,30,1988,8,5,377,4.2,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,11,10,26,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26,Partidos
235,Gorka Iraizoz,es ESP,PO,Girona,37,1981,7,6,559,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
236,Carlos Isaac,es ESP,DF,Atlético Madrid,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Partidos
237,Isco,es ESP,"CC,DL",Real Madrid,26,1992,27,11,1192,13.2,3,2,5,3,0,0,3,0,5.1,5.1,2.8,7.9,46,119,91,0.23,0.15,0.38,0.23,0.38,0.38,0.21,0.59,0.38,0.59,Partidos
238,Manuel Iturra,cl CHI,CC,Villarreal,34,1984,3,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
239,Ander Iturraspe,es ESP,CC,Athletic Club,29,1989,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
240,Ivi,es ESP,"CC,DL",Valladolid,24,1994,3,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Partidos
241,Adnan Januzaj,be BEL,"DL,CC",Real Sociedad,23,1995,20,13,1254,13.9,1,3,4,1,0,0,1,0,2.4,2.4,3.0,5.4,72,54,173,0.07,0.22,0.29,0.07,0.29,0.17,0.21,0.39,0.17,0.39,Partidos
242,Jason,es ESP,"DF,DL",Levante,24,1994,30,26,2330,25.9,2,5,7,2,0,0,10,0,3.2,3.2,4.8,8.0,71,75,124,0.08,0.19,0.27,0.08,0.27,0.12,0.19,0.31,0.12,0.31,Partidos
243,Mathias Jensen,dk DEN,"CC,DL",Celta Vigo,22,1996,6,3,235,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,7,10,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08,Partidos
244,Jesé,es ESP,"DL,CC",Betis,25,1993,14,9,779,8.7,2,0,2,2,0,0,2,0,3.3,3.3,0.7,4.0,22,15,55,0.23,0.00,0.23,0.23,0.23,0.38,0.08,0.46,0.38,0.46,Partidos
245,Joaquín,es ESP,"DL,CC",Betis,37,1981,30,17,1696,18.8,6,0,6,6,0,0,5,0,3.2,3.2,3.5,6.8,85,85,170,0.32,0.00,0.32,0.32,0.32,0.17,0.19,0.36,0.17,0.36,Partidos
246,Jony,es ESP,"CC,DL",Alavés,27,1991,36,34,2971,33.0,5,11,16,5,0,0,3,0,4.6,4.6,9.6,14.2,119,76,220,0.15,0.33,0.48,0.15,0.48,0.14,0.29,0.43,0.14,0.43,Partidos
247,Joan Jordán,es ESP,CC,Eibar,24,1994,36,32,2875,31.9,4,4,8,4,0,0,10,0,2.6,2.6,5.0,7.6,44,184,92,0.13,0.13,0.25,0.13,0.25,0.08,0.16,0.24,0.08,0.24,Partidos
248,Willian José,br BRA,DL,Real Sociedad,26,1991,31,28,2367,26.3,11,5,16,6,5,7,5,1,11.7,6.5,3.7,10.2,18,60,190,0.42,0.19,0.61,0.23,0.42,0.44,0.14,0.58,0.25,0.39,Partidos
249,Aleksandar Jovanović,rs SRB,PO,Huesca,25,1992,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
250,Jozabed,es ESP,CC,Celta Vigo,27,1991,20,14,1155,12.8,0,0,0,0,0,0,1,0,0.4,0.4,0.8,1.2,7,71,17,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
251,Miguel Juan Llambrich,es ESP,"DF,DL",Villarreal,22,1996,8,5,544,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,15,15,28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Partidos
252,Juanfran,es ESP,"DF,DL",Leganés,29,1988,23,17,1459,16.2,1,1,2,1,0,0,0,0,0.4,0.4,1.9,2.4,39,56,103,0.06,0.06,0.12,0.06,0.12,0.03,0.12,0.15,0.03,0.15,Partidos
253,Juanfran,es ESP,DF,Atlético Madrid,33,1985,22,18,1609,17.9,0,2,2,0,0,0,7,0,0.0,0.0,3.5,3.5,53,57,86,0.00,0.11,0.11,0.00,0.11,0.00,0.19,0.19,0.00,0.19,Partidos
254,Juanmi,es ESP,"DL,CC",Real Sociedad,25,1993,30,16,1523,16.9,5,2,7,5,0,0,5,1,6.6,6.6,1.5,8.1,27,21,86,0.30,0.12,0.41,0.30,0.41,0.39,0.09,0.48,0.39,0.48,Partidos
255,Juanpe,es ESP,DF,Girona,27,1991,33,31,2767,30.7,0,0,0,0,0,0,8,0,1.7,1.7,0.2,1.9,18,91,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Partidos
256,Juanpi,ve VEN,"CC,DL",Huesca,24,1994,14,8,670,7.4,2,2,4,1,1,1,2,0,2.0,1.2,0.5,1.7,21,20,23,0.27,0.27,0.54,0.13,0.40,0.27,0.06,0.33,0.16,0.22,Partidos
257,David Juncà,es ESP,DF,Celta Vigo,24,1993,21,21,1754,19.5,0,3,3,0,0,0,6,0,0.5,0.5,0.9,1.4,47,64,79,0.00,0.15,0.15,0.00,0.15,0.02,0.05,0.07,0.02,0.07,Partidos
258,Vinicius Júnior,br BRA,"DL,CC",Real Madrid,18,2000,18,9,869,9.7,2,0,2,2,0,0,0,0,3.6,3.6,1.5,5.1,76,17,141,0.21,0.00,0.21,0.21,0.21,0.37,0.16,0.53,0.37,0.53,Partidos
259,Gaël Kakuta,cd COD,"CC,DL",Rayo Vallecano,27,1991,12,9,717,8.0,1,0,1,0,1,1,1,0,1.1,0.3,0.2,0.6,27,28,64,0.13,0.00,0.13,0.00,0.00,0.14,0.03,0.17,0.04,0.07,Partidos
260,Nikola Kalinić,hr CRO,DL,Atlético Madrid,30,1988,17,7,642,7.1,2,0,2,2,0,0,3,0,1.8,1.8,0.2,2.0,5,4,43,0.28,0.00,0.28,0.28,0.28,0.25,0.02,0.27,0.25,0.27,Partidos
261,Lee Kang-in,kr KOR,"CC,DL",Valencia,17,2001,3,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,2,2,0.00,0.00,0.00,0.00,0.00,0.09,0.17,0.26,0.09,0.26,Partidos
262,Wilfrid Kaptoum,cm CMR,CC,Betis,22,1996,10,9,773,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,16,22,17,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidos
263,Keko,es ESP,"CC,DL",Valladolid,26,1991,26,20,1533,17.0,2,1,3,2,0,0,2,0,3.4,3.4,1.6,5.1,64,33,125,0.12,0.06,0.18,0.12,0.18,0.20,0.09,0.30,0.20,0.30,Partidos
264,Kiké,es ESP,DL,Eibar,28,1989,30,15,1298,14.4,3,0,3,3,0,0,0,0,5.6,5.6,1.8,7.4,13,27,128,0.21,0.00,0.21,0.21,0.21,0.39,0.13,0.51,0.39,0.51,Partidos
265,Simon Kjær,dk DEN,DF,Sevilla,29,1989,26,25,2008,22.3,0,0,0,0,0,0,5,0,0.9,0.9,0.5,1.4,2,51,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
266,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,24,1993,11,0,161,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,0,16,0.56,0.00,0.56,0.56,0.56,0.11,0.05,0.16,0.11,0.16,Partidos
267,Koke,es ESP,CC,Atlético Madrid,26,1992,30,29,2586,28.7,3,5,8,3,0,0,10,1,1.5,1.5,4.8,6.2,24,174,72,0.10,0.17,0.28,0.10,0.28,0.05,0.17,0.22,0.05,0.22,Partidos
268,Geoffrey Kondogbia,cf CTA,CC,Valencia,25,1993,19,14,1245,13.8,1,1,2,1,0,0,1,0,2.2,2.2,0.9,3.1,14,87,10,0.07,0.07,0.14,0.07,0.14,0.16,0.07,0.22,0.16,0.22,Partidos
269,Vasyl Kravets,ua UKR,"DF,DL",Leganés,20,1997,6,6,481,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.9,1.1,8,17,41,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20,Partidos
